,CPU Name,Platform Name,Single-core Score,Multi-core Score
98,AMD Ryzen 3 4300GE 4500 MHz (4 cores),Windows,1261.0,5109.0
99,AMD Ryzen 3 4300GE with Radeon Graphics 3500 MHz (4 cores),Linux,1123.0,4000.0
100,AMD Ryzen 3 4300GE with Radeon Graphics 3500 MHz (4 cores),Windows,1114.5,4083.0
101,AMD Ryzen 3 4300GE with Radeon Graphics 3501 MHz (4 cores),Windows,1071.471,4329.588
102,AMD Ryzen 3 4300GE with Radeon Graphics 4111 MHz (4 cores),Linux,1159.0,4818.0
103,AMD Ryzen 3 5300G 3992 MHz (2 cores),Linux,891.429,1557.0
104,AMD Ryzen 3 5300G 3993 MHz (4 cores),Windows,1314.0,4935.5
105,AMD Ryzen 3 5300G 4000 MHz (4 cores),Android,1357.0,5237.0
106,AMD Ryzen 3 5300G 4000 MHz (4 cores),Linux,1321.0,5264.5
107,AMD Ryzen 3 5300G 4000 MHz (4 cores),Windows,1328.318,4864.057
108,AMD Ryzen 3 5300G 4001 MHz (4 cores),Windows,1378.933,5113.733
109,AMD Ryzen 3 5300G 4200 MHz (4 cores),Windows,1271.0,4501.0
110,AMD Ryzen 3 5300G 4253 MHz (4 cores),Linux,1471.5,5875.75
111,AMD Ryzen 3 5300G 4466 MHz (4 cores),Linux,1468.0,5866.0
112,AMD Ryzen 3 5300G 4500 MHz (4 cores),Linux,1578.182,6089.364
113,AMD Ryzen 3 5300G 4572 MHz (4 cores),Linux,1516.0,6031.0
114,AMD Ryzen 3 5300G 4679 MHz (4 cores),Linux,1545.0,6154.0
115,AMD Ryzen 3 5400U 2595 MHz (2 cores),Linux,498.0,794.0
116,AMD Ryzen 3 5400U 2595 MHz (4 cores),Windows,1231.0,3553.0
117,AMD Ryzen 3 5400U 2600 MHz (4 cores),Linux,1206.5,3914.0
118,AMD Ryzen 3 5400U 2600 MHz (4 cores),Windows,1100.179,3764.769
119,AMD Ryzen 3 5400U 4070 MHz (4 cores),Linux,1332.0,4579.0
120,AMD Ryzen 3 5400U with Radeon Graphics 2600 MHz (4 cores),Windows,913.8,2812.4
121,AMD Ryzen 3 PRO 1300 2000 MHz (3 cores),Android,628.0,1638.0
122,AMD Ryzen 3 PRO 1300 2000 MHz (4 cores),Android,713.0,2460.5
123,AMD Ryzen 3 PRO 1300 2465 MHz (2 cores),Android,701.0,1358.0
124,AMD Ryzen 3 PRO 1300 3493 MHz (1 cores),Windows,806.0,787.0
125,AMD Ryzen 3 PRO 1300 3493 MHz (2 cores),Linux,688.3,1206.4
126,AMD Ryzen 3 PRO 1300 3493 MHz (2 cores),Windows,857.0,1548.0
127,AMD Ryzen 3 PRO 1300 3500 MHz (2 cores),Linux,662.5,1169.0
128,AMD Ryzen 3 PRO 1300 3500 MHz (4 cores),Linux,983.667,2902.667
129,AMD Ryzen 3 PRO 1300 3500 MHz (4 cores),Windows,874.349,2564.516
130,AMD Ryzen 3 PRO 1300 3500 MHz (5 cores),Linux,966.0,2871.0
131,AMD Ryzen 3 PRO 1300 3793 MHz (4 cores),Windows,942.0,3015.0
132,AMD Ryzen 3 PRO 1300 3992 MHz (4 cores),Windows,1005.0,3573.0
133,AMD Ryzen 3 PRO 1300 4100 MHz (4 cores),Windows,1003.333,3378.333
134,AMD Ryzen 3 PRO 2200GE 3193 MHz (2 cores),Linux,625.167,1083.0
135,AMD Ryzen 3 PRO 2200GE 3194 MHz (2 cores),Linux,671.667,1228.0
136,AMD Ryzen 3 PRO 2200GE 3200 MHz (4 cores),Windows,839.917,2454.167
137,AMD Ryzen 3 PRO 2200GE w/ Radeon Vega Graphics 2667 MHz (4 cores),Linux,953.0,3282.0
138,AMD Ryzen 3 PRO 2200GE w/ Radeon Vega Graphics 3194 MHz (2 cores),Linux,680.0,1086.0
139,AMD Ryzen 3 PRO 2200GE w/ Radeon Vega Graphics 3200 MHz (4 cores),Linux,952.0,3190.0
140,AMD Ryzen 3 PRO 2200GE w/ Radeon Vega Graphics 3200 MHz (4 cores),Windows,836.778,2547.611
141,AMD Ryzen 3 PRO 2200GE w/ Radeon Vega Graphics 3605 MHz (4 cores),Windows,935.0,3284.0
142,AMD Ryzen 3 PRO 2300U w/ Radeon Vega Mobile Gfx 1996 MHz (2 cores),Linux,448.5,842.25
143,AMD Ryzen 3 PRO 2300U w/ Radeon Vega Mobile Gfx 2000 MHz (4 cores),Android,830.667,2290.333
144,AMD Ryzen 3 PRO 2300U w/ Radeon Vega Mobile Gfx 2000 MHz (4 cores),Linux,656.031,1642.688
145,AMD Ryzen 3 PRO 2300U w/ Radeon Vega Mobile Gfx 2000 MHz (4 cores),Windows,643.095,2186.716
146,AMD Ryzen 3 PRO 3200GE 3293 MHz (2 cores),Linux,560.0,1031.0
147,AMD Ryzen 3 PRO 3200GE 3299 MHz (2 cores),Linux,768.0,1311.0
148,AMD Ryzen 3 PRO 3200GE 3300 MHz (2 cores),Linux,583.5,1016.0
149,AMD Ryzen 3 PRO 3200GE 3300 MHz (4 cores),Linux,848.875,1569.0
150,AMD Ryzen 3 PRO 3200GE 3300 MHz (4 cores),Windows,845.4,2544.667
151,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 3300 MHz (4 cores),Linux,995.5,2747.0
152,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 3300 MHz (4 cores),Windows,886.545,2731.955
153,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 3600 MHz (4 cores),Linux,976.0,3207.0
154,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 4000 MHz (4 cores),Windows,1022.0,3113.0
155,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 4092 MHz (4 cores),Windows,1037.5,3527.5
156,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 4100 MHz (4 cores),Windows,1041.0,3171.0
157,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics 4142 MHz (4 cores),Windows,1075.0,3667.0
158,AMD Ryzen 3 PRO 3300U w/ Radeon Vega Mobile Gfx 2096 MHz (2 cores),Linux,516.25,860.5
159,AMD Ryzen 3 PRO 3300U w/ Radeon Vega Mobile Gfx 2100 MHz (4 cores),Linux,833.889,2302.556
160,AMD Ryzen 3 PRO 3300U w/ Radeon Vega Mobile Gfx 2100 MHz (4 cores),Windows,738.676,2253.824
161,AMD Ryzen 3 PRO 3300U w/ Radeon Vega Mobile Gfx 2100 MHz (4 cores),macOS,694.0,2224.0
162,AMD Ryzen 3 PRO 4350G 2000 MHz (2 cores),Android,751.0,1398.0
163,AMD Ryzen 3 PRO 4350G 2000 MHz (4 cores),Android,823.6,2682.8
164,AMD Ryzen 3 PRO 4350G 3792 MHz (2 cores),Linux,732.0,1283.875
165,AMD Ryzen 3 PRO 4350G 3793 MHz (4 cores),Windows,1076.0,4236.0
166,AMD Ryzen 3 PRO 4350G 3793 MHz (6 cores),Windows,1057.0,3792.0
167,AMD Ryzen 3 PRO 4350G 3799 MHz (2 cores),Linux,591.0,868.0
168,AMD Ryzen 3 PRO 4350G 3800 MHz (2 cores),Linux,557.0,941.0
169,AMD Ryzen 3 PRO 4350G 3800 MHz (4 cores),Android,1152.0,4393.0
170,AMD Ryzen 3 PRO 4350G 3800 MHz (4 cores),Linux,1221.444,4922.556
171,AMD Ryzen 3 PRO 4350G 3800 MHz (4 cores),Windows,1102.207,4304.828
172,AMD Ryzen 3 PRO 4350G 3801 MHz (4 cores),Windows,1109.232,4239.875
173,AMD Ryzen 3 PRO 4350G 4000 MHz (4 cores),Linux,1212.0,5342.0
174,AMD Ryzen 3 PRO 4350G 4104 MHz (4 cores),Linux,1088.939,4022.606
175,AMD Ryzen 3 PRO 4350G 4200 MHz (4 cores),Windows,1180.0,5269.0
176,AMD Ryzen 3 PRO 4350G 4225 MHz (4 cores),Windows,1172.0,4793.0
177,AMD Ryzen 3 PRO 4350G with Radeon Graphics 2000 MHz (4 cores),Android,767.0,2481.333
178,AMD Ryzen 3 PRO 4350G with Radeon Graphics 2943 MHz (4 cores),Linux,1210.0,4607.0
179,AMD Ryzen 3 PRO 4350G with Radeon Graphics 2992 MHz (4 cores),Linux,1215.0,4584.0
180,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3056 MHz (4 cores),Linux,1215.0,4627.0
181,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3793 MHz (4 cores),Windows,1041.692,4344.231
182,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3800 MHz (4 cores),Android,1156.25,3835.0
183,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3800 MHz (4 cores),Linux,1100.25,4166.318
184,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3800 MHz (4 cores),Windows,1126.222,4589.102
185,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3801 MHz (4 cores),Windows,1120.171,4499.585
186,AMD Ryzen 3 PRO 4350G with Radeon Graphics 3900 MHz (4 cores),Windows,1083.0,4512.0
187,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4000 MHz (4 cores),Windows,1134.593,4962.63
188,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4025 MHz (4 cores),Windows,1148.5,5135.5
189,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4040 MHz (4 cores),Windows,1119.0,5026.0
190,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4104 MHz (4 cores),Linux,1190.25,4705.75
191,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4192 MHz (4 cores),Windows,1175.0,4980.0
192,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4200 MHz (4 cores),Windows,1178.86,5200.163
193,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4300 MHz (4 cores),Windows,1217.9,5328.3
194,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4325 MHz (4 cores),Windows,1309.0,6066.0
195,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4375 MHz (4 cores),Windows,1296.333,5959.667
196,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4400 MHz (4 cores),Windows,1264.0,5643.0
197,AMD Ryzen 3 PRO 4350G with Radeon Graphics 4450 MHz (4 cores),Windows,1237.0,5152.0
198,AMD Ryzen 3 PRO 4350G with Radeon Graphics 5100 MHz (4 cores),Windows,1422.0,6173.0
199,AMD Ryzen 3 PRO 4350GE 3501 MHz (4 cores),Windows,1126.786,4327.464
200,AMD Ryzen 3 PRO 4350GE 4111 MHz (4 cores),Linux,959.0,2533.667
201,AMD Ryzen 3 PRO 4350GE with Radeon Graphics 3500 MHz (4 cores),Linux,1206.75,4572.25
202,AMD Ryzen 3 PRO 4350GE with Radeon Graphics 3501 MHz (4 cores),Windows,1079.846,3986.0
203,AMD Ryzen 5 2400GE with Radeon Vega Graphics 2675 MHz (4 cores),Linux,870.5,2886.5
204,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3193 MHz (2 cores),Linux,597.0,1048.9
205,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3194 MHz (4 cores),Windows,696.0,2841.0
206,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3200 MHz (4 cores),Linux,885.436,3083.026
207,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3200 MHz (4 cores),Windows,798.826,2790.652
208,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3300 MHz (4 cores),Linux,892.5,3696.25
209,AMD Ryzen 5 2400GE with Radeon Vega Graphics 3400 MHz (4 cores),Linux,937.0,4047.0
210,AMD Ryzen 5 2500X 2000 MHz (4 cores),Android,804.0,2572.0
211,AMD Ryzen 5 2500X 3593 MHz (2 cores),Linux,658.0,1198.0
212,AMD Ryzen 5 2500X 3599 MHz (2 cores),Linux,757.0,1146.0
213,AMD Ryzen 5 2500X 3600 MHz (2 cores),Linux,709.0,1228.0
214,AMD Ryzen 5 2500X 3600 MHz (4 cores),Linux,1025.0,3532.1
215,AMD Ryzen 5 2500X 3600 MHz (4 cores),Windows,973.968,3664.065
216,AMD Ryzen 5 2500X 3793 MHz (4 cores),Windows,995.5,3740.0
217,AMD Ryzen 5 2500X 3800 MHz (4 cores),Windows,958.0,3413.0
218,AMD Ryzen 5 2500X 3801 MHz (4 cores),macOS,979.0,3612.0
219,AMD Ryzen 5 2500X 3893 MHz (4 cores),Windows,1009.0,3750.0
220,AMD Ryzen 5 2500X 3992 MHz (4 cores),Windows,1020.0,3826.0
221,AMD Ryzen 5 2500X 4000 MHz (4 cores),Windows,922.5,3440.5
222,AMD Ryzen 5 2600E 3100 MHz (6 cores),Windows,937.0,5135.0
223,AMD Ryzen 5 2600E 3493 MHz (6 cores),Windows,1018.0,6230.0
224,AMD Ryzen 5 2600E 3893 MHz (6 cores),Windows,1024.0,6261.0
225,AMD Ryzen 5 2600H with Radeon Vega Graphics 3250 MHz (4 cores),Windows,761.667,2843.111
226,AMD Ryzen 5 3350G with Radeon Vega Graphics 3400 MHz (4 cores),Windows,877.75,3648.25
227,AMD Ryzen 5 3350G with Radeon Vega Graphics 3593 MHz (4 cores),Windows,842.0,2764.0
228,AMD Ryzen 5 3350G with Radeon Vega Graphics 3600 MHz (4 cores),Windows,903.587,3537.56
229,AMD Ryzen 5 3350G with Radeon Vega Graphics 3700 MHz (4 cores),Windows,959.0,3980.0
230,AMD Ryzen 5 3350G with Radeon Vega Graphics 3800 MHz (4 cores),Windows,922.0,3470.0
231,AMD Ryzen 5 3350G with Radeon Vega Graphics 4000 MHz (4 cores),Windows,1023.0,4040.0
232,AMD Ryzen 5 3350G with Radeon Vega Graphics 4050 MHz (4 cores),Windows,1012.0,3966.0
233,AMD Ryzen 5 3350GE with Radeon Vega Graphics 3300 MHz (4 cores),Windows,919.5,3404.0
234,AMD Ryzen 5 3400GE with Radeon Vega Graphics 3300 MHz (4 cores),Windows,936.524,3187.476
235,AMD Ryzen 5 3400GE with Radeon Vega Graphics 4000 MHz (4 cores),Windows,981.5,3573.0
236,AMD Ryzen 5 3500C with Radeon Vega Mobile Gfx 2100 MHz (4 cores),Android,799.574,2730.536
237,AMD Ryzen 5 4600G 2000 MHz (5 cores),Android,941.0,3727.0
238,AMD Ryzen 5 4600G 2000 MHz (6 cores),Android,945.0,4035.0
239,AMD Ryzen 5 4600G 2000 MHz (8 cores),Android,932.917,3924.417
240,AMD Ryzen 5 4600G 2803 MHz (4 cores),Android,785.0,2752.0
241,AMD Ryzen 5 4600G 3693 MHz (2 cores),Linux,697.618,1195.182
242,AMD Ryzen 5 4600G 3693 MHz (6 cores),Windows,1129.333,5811.333
243,AMD Ryzen 5 4600G 3700 MHz (6 cores),Linux,1136.471,5297.471
244,AMD Ryzen 5 4600G 3700 MHz (6 cores),Windows,1149.121,5451.977
245,AMD Ryzen 5 4600G 3701 MHz (6 cores),Windows,1159.333,5375.41
246,AMD Ryzen 5 4600G 4200 MHz (6 cores),Windows,1180.0,6793.0
247,AMD Ryzen 5 4600G 4249 MHz (6 cores),Windows,1135.5,5819.0
248,AMD Ryzen 5 4600G 4307 MHz (6 cores),Linux,1260.8,6008.2
249,AMD Ryzen 5 4600G 4800 MHz (6 cores),macOS,1526.5,7426.125
250,AMD Ryzen 5 4600G with Radeon Graphics 2000 MHz (2 cores),Android,782.0,774.0
251,AMD Ryzen 5 4600G with Radeon Graphics 2000 MHz (4 cores),Android,792.0,2628.333
252,AMD Ryzen 5 4600G with Radeon Graphics 2000 MHz (6 cores),Android,861.0,3325.0
253,AMD Ryzen 5 4600G with Radeon Graphics 2000 MHz (8 cores),Android,874.724,3607.414
254,AMD Ryzen 5 4600G with Radeon Graphics 3693 MHz (6 cores),Windows,1167.0,5414.0
255,AMD Ryzen 5 4600G with Radeon Graphics 3700 MHz (6 cores),Linux,1197.375,5350.0
256,AMD Ryzen 5 4600G with Radeon Graphics 3700 MHz (6 cores),Windows,1147.167,5303.14
257,AMD Ryzen 5 4600G with Radeon Graphics 3701 MHz (6 cores),Windows,1171.333,5587.2
258,AMD Ryzen 5 4600GE 3293 MHz (2 cores),Linux,777.0,1430.0
259,AMD Ryzen 5 4600GE 3300 MHz (6 cores),Linux,1083.75,2133.25
260,AMD Ryzen 5 4600GE 3301 MHz (6 cores),Windows,1091.5,3102.0
261,AMD Ryzen 5 4600GE with Radeon Graphics 3300 MHz (6 cores),Windows,1075.5,6077.0
262,AMD Ryzen 5 5600HS Creator Edition 3301 MHz (6 cores),Windows,1409.0,6280.0
263,AMD Ryzen 5 5625U 2301 MHz (6 cores),Windows,1200.035,4941.754
264,AMD Ryzen 5 6600H 3301 MHz (6 cores),Windows,1471.5,7286.5
265,AMD Ryzen 5 PRO 1500 3493 MHz (2 cores),Linux,743.0,1325.0
266,AMD Ryzen 5 PRO 1500 3493 MHz (4 cores),Windows,979.0,3920.0
267,AMD Ryzen 5 PRO 1500 3500 MHz (4 cores),Linux,932.833,2295.667
268,AMD Ryzen 5 PRO 1500 3500 MHz (4 cores),Windows,920.913,3561.348
269,AMD Ryzen 5 PRO 1500 3500 MHz (4 cores),macOS,887.0,3099.0
270,AMD Ryzen 5 PRO 1500 3800 MHz (4 cores),Windows,990.0,3947.0
271,AMD Ryzen 5 PRO 1500 3900 MHz (4 cores),Windows,1007.571,3979.143
272,AMD Ryzen 5 PRO 1500 3943 MHz (4 cores),Windows,1028.0,4295.0
273,AMD Ryzen 5 PRO 1500 3992 MHz (4 cores),Windows,1043.0,4437.0
274,AMD Ryzen 5 PRO 2400GE 2000 MHz (2 cores),Android,674.0,2257.0
275,AMD Ryzen 5 PRO 2400GE 3046 MHz (2 cores),macOS,863.0,1419.0
276,AMD Ryzen 5 PRO 2400GE 3193 MHz (2 cores),Linux,716.0,1245.0
277,AMD Ryzen 5 PRO 2400GE 3193 MHz (4 cores),Linux,964.0,3108.0
278,AMD Ryzen 5 PRO 2400GE 3194 MHz (2 cores),Linux,756.5,1289.5
279,AMD Ryzen 5 PRO 2400GE 3194 MHz (4 cores),Windows,807.5,2534.333
280,AMD Ryzen 5 PRO 2400GE 3200 MHz (4 cores),Linux,847.043,2641.783
281,AMD Ryzen 5 PRO 2400GE 3200 MHz (4 cores),Windows,829.312,2851.656
282,AMD Ryzen 5 PRO 2400GE 3200 MHz (4 cores),macOS,877.5,3287.5
283,AMD Ryzen 5 PRO 2400GE 3593 MHz (4 cores),Android,872.0,3434.0
284,AMD Ryzen 5 PRO 2400GE 3600 MHz (4 cores),Linux,969.0,4078.0
285,AMD Ryzen 5 PRO 2400GE 3700 MHz (4 cores),Linux,926.667,3589.0
286,AMD Ryzen 5 PRO 2400GE 3750 MHz (4 cores),Linux,725.0,1860.3
287,AMD Ryzen 5 PRO 2400GE 3843 MHz (4 cores),Windows,964.0,4047.0
